duration,protocol_type,service,flag,src_bytes,dst_bytes,failed_logins,traffic_count,logged_in,label,attack_type
2,udp,dns,SF,401,880,0,7,0,Normal,Normal
13,tcp,ftp,SF,830,6803,0,12,1,Normal,Normal
2,tcp,http,SF,1435,1018,0,1,1,Normal,Normal
3,tcp,http,SF,214,3904,0,9,1,Normal,Normal
9,tcp,ftp,REJ,606,381,6,30,0,Intrusion/Attack,Brute Force
0,tcp,http,S0,32,48,0,246,0,Intrusion/Attack,SYN Flood
1,tcp,ftp,RSTR,0,20,0,198,0,Intrusion/Attack,Port Scan
9,udp,dns,SF,1142,1440,0,68,0,Normal,Normal
0,tcp,ssh,S0,64,0,0,297,0,Intrusion/Attack,SYN Flood
28,tcp,ssh,SF,206,371,3,30,0,Intrusion/Attack,Brute Force
21,tcp,http,SF,390,7637,0,19,1,Normal,Normal
4,tcp,http,SF,126,222,0,10,1,Normal,Normal
0,tcp,http,SF,76,497,0,31,0,Normal,Normal
1,udp,other,SF,1791,4190,0,4,0,Normal,Normal
3,tcp,http,SF,507,8677,0,11,1,Normal,Normal
35,tcp,ssh,SF,876,1878,0,7,1,Normal,Normal
19,tcp,ssh,SF,116,2002,0,4,1,Normal,Normal
30,tcp,ssh,SF,322,197,3,29,0,Intrusion/Attack,Brute Force
6,tcp,http,SF,194,603,0,95,1,Normal,Normal
24,tcp,http,REJ,1008,846,0,3,0,Normal,Normal
1,tcp,ssh,RSTR,60,20,0,230,0,Intrusion/Attack,Port Scan
8,tcp,http,SF,81,1294,0,16,0,Normal,Normal
2,icmp,telnet,REJ,120,0,0,143,0,Intrusion/Attack,Port Scan
0,icmp,ssh,S0,60,20,0,296,0,Intrusion/Attack,Port Scan
5,udp,dns,SF,1807,4192,0,2,0,Normal,Normal
9,tcp,http,SF,452,683,0,20,1,Normal,Normal
0,icmp,ftp,S0,60,0,0,251,0,Intrusion/Attack,Port Scan
0,tcp,smtp,S0,32,0,0,233,0,Intrusion/Attack,SYN Flood
0,tcp,http,RSTO,0,0,0,389,0,Intrusion/Attack,SYN Flood
1,udp,telnet,REJ,0,20,0,196,0,Intrusion/Attack,Port Scan
1,tcp,http,SF,516,2911,0,16,1,Normal,Normal
0,tcp,smtp,S0,32,48,0,228,0,Intrusion/Attack,SYN Flood
11,tcp,ssh,REJ,356,449,6,35,0,Intrusion/Attack,Brute Force
25,tcp,smtp,SF,737,5277,0,36,1,Normal,Normal
12,udp,dns,SF,250,529,0,6,0,Normal,Normal
26,tcp,ssh,SF,678,69,4,30,0,Intrusion/Attack,Brute Force
10,udp,dns,SF,148,2146,0,7,0,Normal,Normal
15,tcp,ftp,REJ,800,292,3,36,0,Intrusion/Attack,Brute Force
12,tcp,ssh,SF,1393,1800,0,14,1,Normal,Normal
0,tcp,ftp,SF,46,17,0,9,1,Normal,Normal
40,tcp,http,SF,1270,1344,0,23,1,Normal,Normal
0,tcp,ssh,S0,32,0,0,225,0,Intrusion/Attack,SYN Flood
39,tcp,ssh,RSTO,554,425,6,27,0,Intrusion/Attack,Brute Force
18,tcp,other,SF,796,2339,1,6,0,Normal,Normal
34,tcp,http,SF,145,3422,0,5,1,Normal,Normal
1,tcp,smtp,SF,1462,2713,0,1,1,Normal,Normal
0,tcp,http,SF,1364,845,2,50,1,Normal,Normal
0,udp,ssh,S0,44,0,0,132,0,Intrusion/Attack,Port Scan
29,udp,dns,SF,259,1101,0,7,0,Normal,Normal
49,tcp,http,SF,282,3235,0,12,1,Normal,Normal
14,tcp,http,SF,100,1773,0,7,0,Normal,Normal
0,tcp,http,SF,475,4098,0,7,1,Normal,Normal
10,tcp,http,SF,95,541,0,9,1,Normal,Normal
1,tcp,http,SF,1866,1090,0,25,1,Normal,Normal
9,tcp,http,REJ,723,424,0,22,1,Normal,Normal
36,tcp,http,SF,96,1678,0,52,1,Normal,Normal
0,udp,smtp,REJ,60,0,0,81,0,Intrusion/Attack,Port Scan
8,tcp,smtp,SF,420,4064,0,3,0,Normal,Normal
2,tcp,http,SF,724,8,0,7,1,Normal,Normal
0,tcp,dns,REJ,20,0,0,158,0,Intrusion/Attack,Port Scan
0,tcp,http,S0,128,0,0,321,0,Intrusion/Attack,SYN Flood
2,tcp,http,SF,150,2332,0,5,1,Normal,Normal
2,tcp,http,SF,1218,339,0,9,1,Normal,Normal
1,tcp,http,S0,40,0,0,294,0,Intrusion/Attack,SYN Flood
2,icmp,other,SF,166,571,0,4,0,Normal,Normal
0,udp,ssh,REJ,60,20,0,204,0,Intrusion/Attack,Port Scan
9,icmp,other,SF,1065,1917,0,17,0,Normal,Normal
6,udp,dns,SF,266,1657,0,24,0,Normal,Normal
0,tcp,smtp,S0,32,48,0,346,0,Intrusion/Attack,SYN Flood
11,udp,dns,SF,421,1424,0,12,0,Normal,Normal
42,udp,dns,SF,398,11783,0,23,0,Normal,Normal
2,udp,dns,SF,1175,403,0,5,0,Normal,Normal
0,tcp,smtp,SF,1288,411,0,15,1,Normal,Normal
1,udp,dns,SF,1245,1694,0,4,0,Normal,Normal
4,udp,other,SF,1583,3205,0,16,0,Normal,Normal
2,udp,dns,SF,2515,2688,0,7,0,Normal,Normal
1,tcp,other,SF,1145,696,0,51,0,Normal,Normal
12,tcp,ssh,SF,405,303,1,4,0,Normal,Normal
50,tcp,http,SF,594,2423,0,24,1,Normal,Normal
0,tcp,smtp,S0,64,0,0,329,0,Intrusion/Attack,SYN Flood
28,icmp,other,SF,226,1167,0,7,0,Normal,Normal
2,tcp,http,SF,712,1785,0,7,1,Normal,Normal
32,tcp,ftp,SF,661,409,3,22,0,Intrusion/Attack,Brute Force
12,tcp,smtp,SF,649,1387,0,2,1,Normal,Normal
29,tcp,other,SF,684,4655,0,7,0,Normal,Normal
2,icmp,other,SF,348,214,2,12,0,Normal,Normal
1,tcp,http,S0,40,0,0,381,0,Intrusion/Attack,SYN Flood
23,udp,dns,SF,196,312,0,47,0,Normal,Normal
36,tcp,http,SF,319,1734,0,43,1,Normal,Normal
1,tcp,http,S0,40,0,0,362,0,Intrusion/Attack,SYN Flood
11,tcp,smtp,SF,113,18,0,3,0,Normal,Normal
1,tcp,http,SF,390,512,0,54,1,Normal,Normal
20,tcp,http,SF,243,840,0,4,1,Normal,Normal
0,tcp,http,S0,0,0,0,453,0,Intrusion/Attack,SYN Flood
14,tcp,http,SF,1320,2602,0,28,1,Normal,Normal
7,tcp,http,SF,891,1242,0,24,1,Normal,Normal
4,icmp,other,SF,716,466,0,38,0,Normal,Normal
15,tcp,ftp,RSTO,213,126,3,23,0,Intrusion/Attack,Brute Force
0,tcp,ssh,SF,203,1872,0,5,1,Normal,Normal
6,tcp,ftp,REJ,557,172,4,28,0,Intrusion/Attack,Brute Force
0,tcp,telnet,REJ,120,0,0,182,0,Intrusion/Attack,Port Scan
13,tcp,telnet,REJ,216,424,5,30,0,Intrusion/Attack,Brute Force
0,tcp,http,S0,32,0,0,178,0,Intrusion/Attack,SYN Flood
11,icmp,other,SF,804,138,0,24,0,Normal,Normal
6,tcp,ftp,SF,1075,752,0,1,1,Normal,Normal
6,udp,dns,SF,235,2474,0,26,0,Normal,Normal
0,udp,http,SH,0,0,0,76,0,Intrusion/Attack,Port Scan
0,tcp,http,S0,32,48,0,230,0,Intrusion/Attack,SYN Flood
14,tcp,ssh,SF,1885,205,0,30,1,Normal,Normal
0,tcp,http,S0,40,0,0,210,0,Intrusion/Attack,SYN Flood
24,tcp,smtp,SF,370,1001,0,20,0,Normal,Normal
0,udp,other,RSTR,0,0,0,142,0,Intrusion/Attack,Port Scan
24,tcp,ssh,RSTO,804,445,5,19,0,Intrusion/Attack,Brute Force
1,tcp,ssh,REJ,44,0,0,215,0,Intrusion/Attack,Port Scan
17,udp,other,SF,67,559,0,12,0,Normal,Normal
1,udp,dns,SF,578,1822,0,37,0,Normal,Normal
18,tcp,http,SF,253,920,0,16,1,Normal,Normal
1,udp,dns,SF,3331,4896,0,18,0,Normal,Normal
13,tcp,http,RSTO,744,6535,0,17,0,Normal,Normal
1,tcp,other,SF,486,141,0,4,0,Normal,Normal
1,tcp,ssh,RSTO,32,48,0,310,0,Intrusion/Attack,SYN Flood
0,tcp,smtp,SF,265,4501,0,17,1,Normal,Normal
0,tcp,ftp,S0,44,0,0,280,0,Intrusion/Attack,Port Scan
1,tcp,ssh,S0,32,0,0,197,0,Intrusion/Attack,SYN Flood
0,tcp,dns,S0,120,0,0,127,0,Intrusion/Attack,Port Scan
0,tcp,ssh,REJ,20,0,0,85,0,Intrusion/Attack,Port Scan
2,icmp,smtp,REJ,120,0,0,130,0,Intrusion/Attack,Port Scan
0,tcp,http,S0,64,0,0,366,0,Intrusion/Attack,SYN Flood
24,tcp,ssh,SF,739,334,5,19,0,Intrusion/Attack,Brute Force
12,tcp,http,REJ,1351,10904,0,16,1,Normal,Normal
11,tcp,smtp,SF,465,741,0,10,1,Normal,Normal
26,tcp,http,SF,260,2155,0,11,1,Normal,Normal
2,tcp,telnet,REJ,60,0,0,231,0,Intrusion/Attack,Port Scan
3,udp,dns,SF,410,4750,0,19,0,Normal,Normal
2,tcp,http,SF,30,2032,0,19,1,Normal,Normal
0,tcp,other,REJ,120,0,0,190,0,Intrusion/Attack,Port Scan
4,tcp,http,SF,30,1568,0,37,1,Normal,Normal
4,tcp,http,REJ,622,6160,0,12,1,Normal,Normal
2,tcp,ftp,SF,1502,2209,0,17,1,Normal,Normal
23,tcp,ssh,SF,276,3573,0,7,1,Normal,Normal
1,tcp,ftp,REJ,20,0,0,215,0,Intrusion/Attack,Port Scan
0,tcp,http,SF,575,1019,0,3,1,Normal,Normal
16,tcp,http,SF,413,532,0,2,1,Normal,Normal
2,tcp,ftp,REJ,60,0,0,187,0,Intrusion/Attack,Port Scan
8,udp,dns,SF,406,9118,0,9,0,Normal,Normal
8,tcp,ssh,SF,176,122,0,2,0,Normal,Normal
3,tcp,http,SF,89,848,0,11,1,Normal,Normal
0,tcp,dns,RSTR,20,0,0,91,0,Intrusion/Attack,Port Scan
15,tcp,ftp,SF,637,2180,0,17,1,Normal,Normal
38,tcp,ftp,SF,30,2090,0,4,1,Normal,Normal
0,tcp,http,S0,128,0,0,371,0,Intrusion/Attack,SYN Flood
6,tcp,ftp,RSTO,476,435,5,32,0,Intrusion/Attack,Brute Force
2,tcp,http,REJ,0,20,0,144,0,Intrusion/Attack,Port Scan
37,tcp,smtp,SF,2553,1353,0,10,0,Normal,Normal
0,udp,dns,RSTR,20,0,0,140,0,Intrusion/Attack,Port Scan
5,tcp,ssh,SF,820,211,0,21,1,Normal,Normal
7,icmp,other,SF,130,2282,0,2,0,Normal,Normal
9,tcp,http,SF,75,12141,0,25,1,Normal,Normal
4,udp,other,SF,1949,156,0,1,0,Normal,Normal
1,tcp,smtp,S0,40,0,0,326,0,Intrusion/Attack,SYN Flood
8,udp,dns,SF,933,7347,1,9,0,Normal,Normal
10,tcp,http,SF,1547,688,0,23,1,Normal,Normal
1,tcp,http,SF,409,176,0,5,1,Normal,Normal
0,tcp,http,S0,128,0,0,211,0,Intrusion/Attack,SYN Flood
1,tcp,ftp,SF,658,4316,0,9,1,Normal,Normal
1,tcp,smtp,RSTR,44,0,0,69,0,Intrusion/Attack,Port Scan
18,tcp,http,SF,302,232,0,9,1,Normal,Normal
7,tcp,http,SF,1214,115,0,4,1,Normal,Normal
0,tcp,http,S0,64,48,0,296,0,Intrusion/Attack,SYN Flood
13,tcp,http,SF,208,6673,0,57,1,Normal,Normal
0,tcp,other,S0,64,48,0,312,0,Intrusion/Attack,SYN Flood
16,tcp,ftp,SF,257,260,3,28,0,Intrusion/Attack,Brute Force
1,tcp,telnet,S0,44,20,0,275,0,Intrusion/Attack,Port Scan
2,udp,dns,SF,1525,1395,0,27,0,Normal,Normal
0,tcp,http,SF,282,1658,0,46,1,Normal,Normal
1,tcp,smtp,RSTO,32,0,0,321,0,Intrusion/Attack,SYN Flood
2,udp,dns,SF,100,3378,0,8,0,Normal,Normal
8,udp,dns,SF,843,2833,1,5,0,Normal,Normal
2,tcp,http,SF,142,7260,0,14,1,Normal,Normal
0,tcp,http,SF,1198,644,0,8,1,Normal,Normal
6,udp,dns,SF,251,2,0,16,0,Normal,Normal
36,tcp,http,SF,30,3661,0,11,1,Normal,Normal
0,tcp,http,S0,128,0,0,371,0,Intrusion/Attack,SYN Flood
2,tcp,ssh,SF,1101,6823,0,21,1,Normal,Normal
36,tcp,smtp,SF,366,5629,0,33,1,Normal,Normal
0,tcp,ftp,SF,149,1602,0,12,1,Normal,Normal
28,tcp,other,SF,122,758,0,6,0,Normal,Normal
11,tcp,http,SF,595,2006,0,6,1,Normal,Normal
0,tcp,ftp,RSTR,120,0,0,112,0,Intrusion/Attack,Port Scan
39,tcp,http,SF,489,3363,0,22,1,Normal,Normal
37,udp,other,SF,974,622,0,8,0,Normal,Normal
0,tcp,http,RSTO,32,0,0,283,0,Intrusion/Attack,SYN Flood
2,tcp,http,SF,1088,1872,0,24,1,Normal,Normal
2,tcp,http,SF,32,2844,0,30,1,Normal,Normal
0,tcp,http,SF,373,5863,0,6,1,Normal,Normal
20,tcp,http,SF,3686,3893,0,49,1,Normal,Normal
12,udp,dns,SF,557,1161,0,26,0,Normal,Normal
7,udp,dns,SF,234,1481,0,8,0,Normal,Normal
8,tcp,telnet,RSTO,550,413,3,40,0,Intrusion/Attack,Brute Force
8,tcp,ftp,SF,801,3159,0,8,1,Normal,Normal
1,tcp,http,S0,128,0,0,371,0,Intrusion/Attack,SYN Flood
37,udp,dns,SF,1466,5746,0,2,0,Normal,Normal
2,icmp,other,SF,772,1243,0,21,0,Normal,Normal
7,tcp,smtp,SF,242,2713,0,8,0,Normal,Normal
0,tcp,http,SF,831,515,0,13,0,Normal,Normal
2,tcp,ftp,RSTR,60,0,0,122,0,Intrusion/Attack,Port Scan
0,tcp,smtp,S0,128,48,0,185,0,Intrusion/Attack,SYN Flood
0,tcp,ssh,S0,64,0,0,217,0,Intrusion/Attack,SYN Flood
0,udp,other,SF,576,4823,0,26,0,Normal,Normal
0,tcp,http,SF,73,0,0,14,0,Normal,Normal
28,tcp,http,SF,394,3581,0,14,1,Normal,Normal
0,tcp,dns,S0,20,0,0,160,0,Intrusion/Attack,Port Scan
0,tcp,http,S0,128,0,0,283,0,Intrusion/Attack,SYN Flood
6,udp,dns,SF,1735,2073,0,18,0,Normal,Normal
17,udp,dns,SF,168,720,0,6,0,Normal,Normal
9,tcp,http,SF,306,1203,0,25,1,Normal,Normal
0,udp,http,REJ,60,20,0,177,0,Intrusion/Attack,Port Scan
9,tcp,ftp,SF,211,49,2,24,0,Intrusion/Attack,Brute Force
2,tcp,http,SF,642,2152,0,2,1,Normal,Normal
4,udp,dns,SF,1066,3310,0,4,0,Normal,Normal
0,tcp,dns,REJ,44,20,0,146,0,Intrusion/Attack,Port Scan
3,tcp,smtp,SF,1272,859,0,6,1,Normal,Normal
0,tcp,http,S0,32,0,0,382,0,Intrusion/Attack,SYN Flood
0,tcp,smtp,RSTR,60,0,0,174,0,Intrusion/Attack,Port Scan
0,tcp,http,REJ,0,0,0,311,0,Intrusion/Attack,SYN Flood
66,tcp,http,SF,720,3422,0,11,1,Normal,Normal
18,tcp,ftp,SF,223,674,0,21,0,Normal,Normal
1,tcp,other,SH,60,20,0,55,0,Intrusion/Attack,Port Scan
26,icmp,other,SF,890,559,0,12,0,Normal,Normal
18,tcp,ssh,SF,190,4754,0,4,1,Normal,Normal
17,tcp,ssh,REJ,294,366,5,27,0,Intrusion/Attack,Brute Force
3,tcp,smtp,SF,1141,5662,0,7,1,Normal,Normal
0,udp,http,SH,20,0,0,185,0,Intrusion/Attack,Port Scan
0,tcp,ssh,S0,64,0,0,360,0,Intrusion/Attack,SYN Flood
20,tcp,http,SF,56,2218,0,8,1,Normal,Normal
28,tcp,ftp,REJ,610,350,3,23,0,Intrusion/Attack,Brute Force
1,tcp,ssh,S0,32,0,0,285,0,Intrusion/Attack,SYN Flood
1,udp,telnet,REJ,20,0,0,118,0,Intrusion/Attack,Port Scan
6,tcp,http,SF,357,2191,0,21,1,Normal,Normal
1,tcp,ssh,SF,127,1243,0,54,1,Normal,Normal
4,tcp,ssh,SF,585,799,0,19,1,Normal,Normal
1,udp,dns,SF,461,206,0,13,0,Normal,Normal
1,tcp,http,SF,228,5220,0,21,1,Normal,Normal
33,udp,dns,SF,1711,652,0,1,0,Normal,Normal
21,tcp,smtp,SF,591,6281,0,7,1,Normal,Normal
1,tcp,smtp,RSTO,32,48,0,306,0,Intrusion/Attack,SYN Flood
0,tcp,other,S0,64,48,0,362,0,Intrusion/Attack,SYN Flood
18,tcp,http,SF,782,5937,0,14,1,Normal,Normal
4,tcp,smtp,SF,517,1071,0,9,1,Normal,Normal
4,udp,other,SF,2668,363,0,4,0,Normal,Normal
6,tcp,smtp,SF,1509,3944,1,23,1,Normal,Normal
11,udp,dns,SF,679,2976,0,24,0,Normal,Normal
1,tcp,http,S0,64,0,0,319,0,Intrusion/Attack,SYN Flood
3,tcp,http,SF,311,3965,0,8,1,Normal,Normal
1,tcp,ssh,REJ,0,20,0,153,0,Intrusion/Attack,Port Scan
3,tcp,ssh,SF,344,660,0,28,1,Normal,Normal
9,tcp,ssh,SF,517,7147,2,5,1,Normal,Normal
39,tcp,http,SF,511,2599,0,2,1,Normal,Normal
0,tcp,http,RSTO,32,0,0,365,0,Intrusion/Attack,SYN Flood
33,tcp,http,SF,561,7219,0,81,0,Normal,Normal
3,icmp,other,SF,306,340,0,21,0,Normal,Normal
12,udp,dns,SF,63,1100,0,5,0,Normal,Normal
1,udp,dns,SF,1574,1175,0,4,0,Normal,Normal
13,udp,dns,SF,758,362,0,38,0,Normal,Normal
35,tcp,ftp,SF,486,2004,0,12,1,Normal,Normal
3,tcp,http,SF,671,12489,0,13,1,Normal,Normal
28,tcp,ssh,SF,575,5277,0,1,1,Normal,Normal
6,tcp,smtp,SF,1112,336,0,7,1,Normal,Normal
10,tcp,ssh,SF,173,114,3,24,0,Intrusion/Attack,Brute Force
8,tcp,other,SF,177,2388,0,55,0,Normal,Normal
0,icmp,other,SF,198,535,0,22,0,Normal,Normal
0,tcp,http,SF,1039,2033,1,15,1,Normal,Normal
0,tcp,smtp,S0,40,0,0,427,0,Intrusion/Attack,SYN Flood
11,tcp,ssh,SF,151,75,3,34,0,Intrusion/Attack,Brute Force
0,tcp,http,S0,128,0,0,249,0,Intrusion/Attack,SYN Flood
3,tcp,ssh,SF,445,5532,0,17,1,Normal,Normal
0,tcp,http,RSTO,64,0,0,310,0,Intrusion/Attack,SYN Flood
14,tcp,ssh,SF,385,414,0,6,1,Normal,Normal
4,tcp,ftp,RSTO,606,197,5,28,0,Intrusion/Attack,Brute Force
6,tcp,http,SF,68,3491,1,57,0,Normal,Normal
1,tcp,smtp,S0,32,48,0,280,0,Intrusion/Attack,SYN Flood
39,tcp,ftp,REJ,364,141,2,35,0,Intrusion/Attack,Brute Force
23,tcp,http,SF,444,1180,0,8,0,Normal,Normal
2,tcp,other,REJ,60,0,0,195,0,Intrusion/Attack,Port Scan
0,tcp,http,S0,0,48,0,305,0,Intrusion/Attack,SYN Flood
1,tcp,telnet,SF,413,177,4,28,0,Intrusion/Attack,Brute Force
1,tcp,smtp,RSTR,0,0,0,175,0,Intrusion/Attack,Port Scan
0,tcp,http,S0,0,0,0,240,0,Intrusion/Attack,SYN Flood
15,tcp,smtp,SF,107,151,0,10,1,Normal,Normal
0,icmp,other,SF,930,1115,0,23,0,Normal,Normal
11,tcp,ssh,SF,708,3677,0,17,1,Normal,Normal
1,tcp,http,S0,40,0,0,354,0,Intrusion/Attack,SYN Flood
10,tcp,http,SF,608,675,0,8,1,Normal,Normal
0,tcp,http,S0,128,0,0,213,0,Intrusion/Attack,SYN Flood
28,tcp,ssh,REJ,434,399,5,16,0,Intrusion/Attack,Brute Force
56,icmp,other,SF,961,7519,0,21,0,Normal,Normal
0,tcp,http,SF,347,621,0,4,1,Normal,Normal
1,tcp,http,SF,40,1320,0,22,0,Normal,Normal
2,tcp,http,SF,308,1868,0,15,1,Normal,Normal
6,udp,dns,SF,93,4331,0,12,0,Normal,Normal
0,tcp,smtp,S0,40,0,0,137,0,Intrusion/Attack,SYN Flood
0,tcp,http,SF,524,838,0,24,1,Normal,Normal
0,udp,dns,SF,148,2756,0,30,0,Normal,Normal
27,udp,dns,SF,694,968,0,54,0,Normal,Normal
8,tcp,ssh,RSTO,215,209,5,24,0,Intrusion/Attack,Brute Force
36,udp,dns,SF,103,2491,0,3,0,Normal,Normal
30,tcp,ssh,SF,513,5799,0,51,1,Normal,Normal
32,tcp,http,SF,58,1410,0,16,1,Normal,Normal
26,tcp,http,SF,1399,6637,0,6,1,Normal,Normal
0,tcp,ftp,SF,307,3992,1,3,0,Normal,Normal
1,udp,dns,SF,226,10352,0,18,0,Normal,Normal
0,tcp,http,S0,32,0,0,370,0,Intrusion/Attack,SYN Flood
0,tcp,other,RSTO,40,48,0,143,0,Intrusion/Attack,SYN Flood
69,tcp,http,SF,977,842,0,4,1,Normal,Normal
1,udp,dns,SF,388,3388,0,11,0,Normal,Normal
28,tcp,smtp,SF,440,4149,0,67,1,Normal,Normal
4,tcp,http,SF,404,5769,0,16,1,Normal,Normal
0,icmp,other,REJ,120,0,0,150,0,Intrusion/Attack,Port Scan
6,tcp,http,SF,510,343,0,6,1,Normal,Normal
19,tcp,telnet,SF,581,253,3,30,0,Intrusion/Attack,Brute Force
0,tcp,http,S0,40,0,0,200,0,Intrusion/Attack,SYN Flood
37,tcp,telnet,SF,623,181,2,18,0,Intrusion/Attack,Brute Force
10,tcp,http,SF,30,7462,0,29,1,Normal,Normal
0,tcp,ssh,S0,32,48,0,216,0,Intrusion/Attack,SYN Flood
10,udp,dns,SF,286,10173,0,10,0,Normal,Normal
0,tcp,http,S0,40,0,0,238,0,Intrusion/Attack,SYN Flood
6,tcp,http,SF,72,3162,0,5,1,Normal,Normal
11,tcp,smtp,REJ,33,155,0,1,1,Normal,Normal
22,udp,other,SF,152,3144,0,36,0,Normal,Normal
1,tcp,http,S0,0,48,0,321,0,Intrusion/Attack,SYN Flood
0,tcp,http,REJ,40,48,0,368,0,Intrusion/Attack,SYN Flood
15,tcp,ftp,RSTO,243,430,3,33,0,Intrusion/Attack,Brute Force
13,udp,dns,SF,154,2285,0,21,0,Normal,Normal
13,tcp,ssh,SF,306,4056,0,18,1,Normal,Normal
13,tcp,http,SF,847,909,0,5,1,Normal,Normal
3,tcp,smtp,SF,145,2755,0,21,1,Normal,Normal
2,tcp,telnet,REJ,0,0,0,61,0,Intrusion/Attack,Port Scan
13,udp,dns,SF,193,2809,0,30,0,Normal,Normal
9,udp,other,SF,1132,2887,1,27,0,Normal,Normal
4,tcp,http,SF,1029,625,0,25,1,Normal,Normal
0,tcp,http,S0,32,0,0,332,0,Intrusion/Attack,SYN Flood
1,tcp,other,SF,3209,1257,0,14,0,Normal,Normal
6,udp,other,SF,94,1753,0,44,0,Normal,Normal
8,tcp,ssh,SF,143,1198,0,7,1,Normal,Normal
23,tcp,ssh,SF,207,736,0,30,1,Normal,Normal
12,udp,dns,SF,58,1066,0,29,0,Normal,Normal
0,tcp,http,S0,64,0,0,259,0,Intrusion/Attack,SYN Flood
7,tcp,http,SF,95,2792,1,9,1,Normal,Normal
42,tcp,http,SF,178,310,0,35,1,Normal,Normal
7,tcp,ftp,REJ,401,393,2,27,0,Intrusion/Attack,Brute Force
4,tcp,http,SF,528,2960,0,27,1,Normal,Normal
0,udp,dns,SF,30,1481,0,1,0,Normal,Normal
1,tcp,http,SF,1398,1007,0,1,1,Normal,Normal
9,tcp,http,REJ,786,1782,0,2,1,Normal,Normal
7,tcp,http,REJ,670,1471,0,46,1,Normal,Normal
0,tcp,http,RSTR,120,20,0,96,0,Intrusion/Attack,Port Scan
9,udp,dns,SF,30,1981,0,24,0,Normal,Normal
1,tcp,ssh,REJ,120,0,0,119,0,Intrusion/Attack,Port Scan
23,tcp,http,SF,2021,1281,0,28,1,Normal,Normal
17,tcp,http,SF,1006,1422,0,1,1,Normal,Normal
0,tcp,ssh,SF,311,5604,0,11,1,Normal,Normal
23,udp,dns,SF,121,89,0,24,0,Normal,Normal
1,tcp,telnet,REJ,60,0,0,65,0,Intrusion/Attack,Port Scan
12,tcp,http,SF,189,7475,0,4,1,Normal,Normal
22,tcp,smtp,SF,1060,688,0,4,1,Normal,Normal
8,icmp,other,SF,278,2972,0,29,0,Normal,Normal
29,tcp,http,SF,67,228,0,34,1,Normal,Normal
0,tcp,smtp,S0,40,0,0,445,0,Intrusion/Attack,SYN Flood
65,tcp,smtp,REJ,233,75,0,9,1,Normal,Normal
21,tcp,http,SF,567,495,0,4,0,Normal,Normal
17,tcp,http,SF,83,1596,0,14,1,Normal,Normal
20,tcp,other,REJ,228,675,1,2,0,Normal,Normal
3,tcp,other,SF,135,3030,0,10,0,Normal,Normal
0,tcp,other,RSTO,40,0,0,216,0,Intrusion/Attack,SYN Flood
1,tcp,other,REJ,44,0,0,136,0,Intrusion/Attack,Port Scan
26,tcp,http,SF,791,6990,0,18,1,Normal,Normal
7,tcp,http,SF,151,2510,0,23,1,Normal,Normal
7,tcp,smtp,SF,1435,1763,0,5,0,Normal,Normal
8,udp,other,SF,78,10054,0,3,0,Normal,Normal
19,udp,dns,SF,1116,350,0,41,0,Normal,Normal
0,udp,dns,SF,142,278,0,28,0,Normal,Normal
20,tcp,http,SF,265,3476,0,11,1,Normal,Normal
1,tcp,http,RSTO,32,0,0,455,0,Intrusion/Attack,SYN Flood
31,tcp,http,SF,109,4153,0,9,1,Normal,Normal
17,tcp,telnet,SF,134,196,4,28,0,Intrusion/Attack,Brute Force
35,tcp,http,SF,567,450,0,19,1,Normal,Normal
24,tcp,smtp,SF,357,3887,0,17,1,Normal,Normal
0,tcp,other,S0,32,48,0,302,0,Intrusion/Attack,SYN Flood
4,tcp,ssh,SF,794,292,2,23,0,Intrusion/Attack,Brute Force
10,tcp,http,SF,735,897,0,24,1,Normal,Normal
0,tcp,ssh,S0,32,0,0,212,0,Intrusion/Attack,SYN Flood
8,udp,dns,SF,561,1491,0,1,0,Normal,Normal
6,tcp,http,SF,115,1239,0,5,1,Normal,Normal
14,tcp,http,SF,2582,506,0,39,0,Normal,Normal
2,tcp,ftp,SF,498,882,0,5,1,Normal,Normal
0,tcp,http,SF,1206,9536,0,31,1,Normal,Normal
26,tcp,smtp,SF,946,1036,0,13,1,Normal,Normal
24,tcp,http,SF,840,542,0,1,1,Normal,Normal
16,tcp,http,SF,387,5311,0,75,1,Normal,Normal
38,tcp,http,SF,425,33,0,28,1,Normal,Normal
31,udp,other,SF,271,946,0,17,0,Normal,Normal
36,tcp,http,SF,298,2665,0,5,1,Normal,Normal
1,tcp,http,SF,30,259,0,44,1,Normal,Normal
5,tcp,ftp,SF,450,1317,0,8,1,Normal,Normal
48,tcp,ssh,RSTO,320,1168,0,13,1,Normal,Normal
25,udp,dns,SF,1401,621,0,16,0,Normal,Normal
0,tcp,other,RSTO,32,0,0,265,0,Intrusion/Attack,SYN Flood
0,tcp,smtp,RSTO,64,0,0,350,0,Intrusion/Attack,SYN Flood
12,tcp,smtp,SF,76,3980,0,28,1,Normal,Normal
71,udp,other,SF,151,1054,0,11,0,Normal,Normal
2,tcp,ftp,SF,240,106,0,1,0,Normal,Normal
32,tcp,smtp,SF,1199,6995,0,1,1,Normal,Normal
14,tcp,ssh,SF,730,1769,0,7,0,Normal,Normal
2,udp,dns,SF,1020,1361,0,1,0,Normal,Normal
1,tcp,smtp,SF,671,4314,0,17,1,Normal,Normal
34,udp,other,SF,88,4165,0,76,0,Normal,Normal
17,tcp,http,SF,585,3313,0,46,1,Normal,Normal
